Date,SH600216.Close
2001/08/08,9.61
2001/09/03,8.61
2001/10/08,7.84
2001/11/01,8.64
2001/12/03,8.53
2002/01/04,7.2
2002/02/01,7.48
2002/03/01,8.19
2002/04/01,8.7
2002/05/08,8.73
2002/06/03,8.57
2002/07/01,8.82
2002/08/01,8.21
2002/09/02,8.24
2002/10/08,7.65
2002/11/01,7.08
2002/12/02,6.94
2003/01/02,7.34
2003/02/10,7.36
2003/03/03,7.32
2003/04/01,7.89
2003/05/12,7.67
2003/06/02,7.48
2003/07/01,7.16
2003/08/01,6.99
2003/09/01,6.55
2003/10/08,5.73
2003/11/03,5.39
2003/12/01,5.41
2004/01/02,5.01
2004/02/02,5.99
2004/03/01,5.96
2004/04/01,5.75
2004/05/10,5.3
2004/06/01,5.59
2004/07/01,4.74
2004/08/02,4.64
2004/09/01,4.56
2004/10/08,4.26
2004/11/01,4.27
2004/12/01,3.74
2005/01/04,3.28
2005/02/01,3.17
2005/03/01,3.08
2005/04/01,4.0
2005/05/09,4.02
2005/06/01,4.22
2005/07/01,4.12
2005/08/01,4.73
2005/09/01,5.1
2005/10/10,5.16
2005/11/01,5.0
2005/12/01,4.82
2006/01/04,5.69
2006/02/06,6.1
2006/03/01,4.54
2006/04/03,4.27
2006/05/08,5.02
2006/06/01,5.22
2006/07/03,5.32
2006/08/01,4.46
2006/09/01,4.54
2006/10/09,4.67
2006/11/01,4.22
2006/12/01,4.29
2007/01/04,4.81
2007/02/01,5.1
2007/03/01,6.2
2007/04/02,7.55
2007/05/08,9.3
2007/06/01,8.15
2007/07/02,7.27
2007/08/01,8.09
2007/09/03,10.1
2007/10/08,14.51
2007/11/01,15.82
2007/12/03,16.66
2008/01/02,18.79
2008/02/01,19.93
2008/03/03,21.92
2008/04/01,20.04
2008/05/05,26.3
2008/06/02,21.9
2008/07/01,23.1
2008/08/01,17.49
2008/09/01,13.24
2008/10/06,12.19
2008/11/03,12.04
2008/12/01,15.08
2009/01/05,15.61
2009/02/02,18.9
2009/03/02,18.76
2009/04/01,18.1
2009/05/04,18.3
2009/06/01,23.82
2009/07/01,26.97
2009/08/03,29.99
2009/09/01,30.19
2009/10/09,31.69
2009/11/02,34.64
2009/12/01,33.55
2010/01/04,34.7
2010/02/01,32.05
2010/03/01,33.54
2010/04/01,37.43
2010/05/04,33.2
2010/06/01,29.05
2010/07/01,27.93
2010/08/02,34.68
2010/09/01,33.7
2010/10/08,34.1
2010/11/01,35.91
2010/12/01,33.38
2011/01/04,31.2
2011/02/01,32.42
2011/03/01,36.02
2011/04/01,35.95
2011/05/03,33.33
2011/06/01,31.15
2011/07/01,34.61
2011/08/01,33.1
2011/09/01,28.93
2011/10/10,25.79
2011/11/01,25.9
2011/12/01,21.53
2012/01/04,20.05
2012/02/01,22.48
2012/03/01,23.43
2012/04/05,22.32
2012/05/02,23.95
2012/06/01,24.89
2012/07/02,23.61
2012/08/01,22.46
2012/09/03,21.46
2012/10/08,20.96
2012/11/01,19.76
2012/12/03,19.68
2013/01/04,21.64
2013/02/01,22.72
2013/03/01,22.89
2013/04/01,22.09
2013/05/02,21.06
2013/06/03,21.8
2013/07/01,20.75
2013/08/01,21.53
2013/09/02,21.95
2013/10/08,12.5
2013/11/01,10.63
2013/12/02,10.77
2014/01/02,10.0
2014/02/07,10.91
2014/03/03,10.55
2014/04/01,10.03
2014/05/05,9.36
2014/06/03,8.96
2014/07/01,9.31
2014/08/01,9.88
2014/09/01,10.41
2014/10/08,10.93
2014/11/03,10.64
2014/12/01,11.01
2015/01/05,11.18
2015/02/02,10.77
2015/03/02,12.28
2015/04/01,14.35
2015/05/04,14.72
2015/06/01,15.67
2015/07/01,10.66
2015/08/03,10.78
2015/09/01,9.0
2015/10/08,10.26
2015/11/02,10.7
2015/12/01,11.15
2016/01/04,11.26
2016/02/01,12.6
2016/03/01,12.81
2016/04/01,14.38
2016/05/03,13.2
2016/06/01,13.55
